"Date","Filename","App","Country","Date","Active View-eligible impressions","Measurable impressions","% Measurable impressions (%)","Viewable impressions","% Viewable impressions (%)","AdMob Network request RPM (USD)","AdMob Network requests","Clicks","Estimated earnings (USD)","Impressions CTR (%)","Impression RPM (USD)","Impressions","Match rate (%)","Matched requests","Rewarded completes","Show rate (%)"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Benin","2019-10-12",1,1,"100.00%",0,"0.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Belarus","2019-10-12",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Germany","2019-10-12",4,4,"100.00%",3,"75.00%",0,22,0,0,"0.00%",0,4,"100.00%",22,0,"18.18%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Algeria","2019-10-12",7,7,"100.00%",7,"100.00%",0,41,0,0,"0.00%",0,7,"100.00%",41,0,"17.07%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ethiopia","2019-10-12",12,12,"100.00%",9,"75.00%",0,87,0,0,"0.00%",0,12,"100.00%",87,0,"13.79%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ghana","2019-10-12",8,8,"100.00%",6,"75.00%",0.04,34,0,0,"0.00%",0.18,8,"100.00%",34,0,"23.53%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guinea","2019-10-12",1,1,"100.00%",0,"0.00%",0,2,0,0,"0.00%",0,1,"100.00%",2,0,"50.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Haiti","2019-10-12",0,0,,0,,0,1,0,0,,,0,"100.00%",1,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Hungary","2019-10-12",12,12,"100.00%",9,"75.00%",0.04,39,0,0,"0.00%",0.12,12,"100.00%",39,0,"30.77%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Indonesia","2019-10-12",7,7,"100.00%",4,"57.14%",0.06,20,0,0,"0.00%",0.18,7,"100.00%",20,0,"35.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","India","2019-10-12",1166,1166,"100.00%",833,"71.44%",0.14,6062,15,0.84,"1.28%",0.72,1175,"100.00%",6062,0,"19.38%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Iraq","2019-10-12",0,0,,0,,0,22,0,0,,,0,"100.00%",22,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kenya","2019-10-12",5,5,"100.00%",5,"100.00%",0,27,0,0,"0.00%",0,5,"100.00%",27,0,"18.52%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","South Korea","2019-10-12",9,9,"100.00%",7,"77.78%",0.01,19,0,0,"0.00%",0.01,9,"100.00%",19,0,"47.37%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kazakhstan","2019-10-12",1,1,"100.00%",0,"0.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Sri Lanka","2019-10-12",4,4,"100.00%",4,"100.00%",0,11,0,0,"0.00%",0,4,"100.00%",11,0,"36.36%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Morocco","2019-10-12",1,1,"100.00%",1,"100.00%",14.78,2,1,0.03,"100.00%",29.55,1,"100.00%",2,0,"50.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Myanmar (Burma)","2019-10-12",14,14,"100.00%",10,"71.43%",0,76,0,0,"0.00%",0,14,"100.00%",76,0,"18.42%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Malaysia","2019-10-12",11,11,"100.00%",6,"54.55%",0.03,44,0,0,"0.00%",0.11,11,"100.00%",44,0,"25.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nigeria","2019-10-12",1,1,"100.00%",1,"100.00%",0,5,0,0,"0.00%",0,1,"100.00%",5,0,"20.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nepal","2019-10-12",0,0,,0,,0,17,0,0,,,0,"100.00%",17,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Pakistan","2019-10-12",32,32,"100.00%",27,"84.38%",0.04,191,1,0.01,"3.12%",0.22,32,"100.00%",191,0,"16.75%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Saudi Arabia","2019-10-12",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Singapore","2019-10-12",5,5,"100.00%",3,"60.00%",0.03,41,0,0,"0.00%",0.24,5,"100.00%",41,0,"12.20%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Thailand","2019-10-12",19,19,"100.00%",7,"36.84%",0.02,45,0,0,"0.00%",0.06,19,"100.00%",45,0,"42.22%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tunisia","2019-10-12",0,0,,0,,0,1,0,0,,,0,"100.00%",1,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Turkey","2019-10-12",30,30,"100.00%",17,"56.67%",0,118,0,0,"0.00%",0,30,"100.00%",118,0,"25.42%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Uzbekistan","2019-10-12",3,3,"100.00%",2,"66.67%",0,22,0,0,"0.00%",0,3,"100.00%",22,0,"13.64%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Vietnam","2019-10-12",12,12,"100.00%",8,"66.67%",0,32,0,0,"0.00%",0.01,12,"100.00%",32,0,"37.50%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Afghanistan","2019-10-13",4,4,"100.00%",3,"75.00%",0,11,0,0,"0.00%",0,4,"100.00%",11,0,"36.36%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bangladesh","2019-10-13",119,119,"100.00%",88,"73.95%",0.03,530,1,0.01,"0.83%",0.12,121,"100.00%",530,0,"22.83%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Belgium","2019-10-13",22,22,"100.00%",15,"68.18%",0,102,0,0,"0.00%",0,22,"100.00%",102,0,"21.57%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bolivia","2019-10-13",1,1,"100.00%",1,"100.00%",0,2,0,0,"0.00%",0,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Belarus","2019-10-13",2,2,"100.00%",2,"100.00%",0,24,0,0,"0.00%",0,2,"100.00%",24,0,"8.33%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Belize","2019-10-13",4,4,"100.00%",3,"75.00%",0,56,0,0,"0.00%",0,4,"100.00%",56,0,"7.14%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Congo - Kinshasa","2019-10-13",4,4,"100.00%",2,"50.00%",0,6,0,0,"0.00%",0,4,"100.00%",6,0,"66.67%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Central African Republic","2019-10-13",0,0,,0,,0,1,0,0,,,0,"0.00%",0,0,
2019-10-19,"admob-report.csv","Old School Automatic Savings","Côte d’Ivoire","2019-10-13",1,1,"100.00%",1,"100.00%",3.34,1,0,0,"0.00%",3.34,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cuba","2019-10-13",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Dominican Republic","2019-10-13",11,11,"100.00%",10,"90.91%",0,59,0,0,"0.00%",0,11,"100.00%",59,0,"18.64%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Algeria","2019-10-13",34,34,"100.00%",25,"73.53%",0.43,121,3,0.05,"8.82%",1.54,34,"100.00%",121,0,"28.10%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ecuador","2019-10-13",0,0,,0,,0,1,0,0,,,0,"100.00%",1,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Egypt","2019-10-13",4,4,"100.00%",3,"75.00%",0,57,0,0,"0.00%",0.05,4,"100.00%",57,0,"7.02%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Hong Kong","2019-10-13",14,14,"100.00%",12,"85.71%",0,46,0,0,"0.00%",0,14,"100.00%",46,0,"30.43%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Honduras","2019-10-13",4,4,"100.00%",4,"100.00%",0,25,0,0,"0.00%",0,4,"100.00%",25,0,"16.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Haiti","2019-10-13",6,6,"100.00%",6,"100.00%",0,25,0,0,"0.00%",0,6,"100.00%",25,0,"24.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Indonesia","2019-10-13",49,49,"100.00%",36,"73.47%",0.75,231,1,0.17,"2.04%",3.52,49,"100.00%",231,0,"21.21%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","India","2019-10-13",783,783,"100.00%",582,"74.33%",0.24,3839,15,0.92,"1.89%",1.16,794,"100.00%",3839,0,"20.68%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Iraq","2019-10-13",41,41,"100.00%",35,"85.37%",0.11,172,1,0.02,"2.44%",0.46,41,"100.00%",172,0,"23.84%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Jordan","2019-10-13",2,2,"100.00%",2,"100.00%",0.01,26,0,0,"0.00%",0.1,2,"100.00%",26,0,"7.69%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cambodia","2019-10-13",2,2,"100.00%",2,"100.00%",94.35,2,1,0.19,"50.00%",94.35,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","South Korea","2019-10-13",3,3,"100.00%",3,"100.00%",0,20,0,0,"0.00%",0,3,"100.00%",20,0,"15.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Lebanon","2019-10-13",0,0,,0,,0,22,0,0,,,0,"100.00%",22,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Sri Lanka","2019-10-13",23,23,"100.00%",22,"95.65%",0,74,0,0,"0.00%",0.01,23,"100.00%",74,0,"31.08%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Libya","2019-10-13",12,12,"100.00%",5,"41.67%",0.04,34,0,0,"0.00%",0.12,12,"100.00%",34,0,"35.29%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Moldova","2019-10-13",2,2,"100.00%",2,"100.00%",0,4,0,0,"0.00%",0,2,"100.00%",4,0,"50.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","North Macedonia","2019-10-13",4,4,"100.00%",2,"50.00%",0,25,0,0,"0.00%",0,4,"100.00%",25,0,"16.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mali","2019-10-13",14,14,"100.00%",4,"28.57%",0,53,0,0,"0.00%",0,14,"100.00%",53,0,"26.42%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Myanmar (Burma)","2019-10-13",54,54,"100.00%",37,"68.52%",0.42,309,1,0.13,"1.85%",2.4,54,"99.68%",308,0,"17.53%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mongolia","2019-10-13",5,5,"100.00%",2,"40.00%",0,25,0,0,"0.00%",0,5,"100.00%",25,0,"20.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Malaysia","2019-10-13",80,80,"100.00%",45,"56.25%",0,278,0,0,"0.00%",0.01,81,"100.00%",278,0,"29.14%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mozambique","2019-10-13",58,58,"100.00%",45,"77.59%",0,148,0,0,"0.00%",0,58,"100.00%",148,0,"39.19%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","New Caledonia","2019-10-13",10,10,"100.00%",5,"50.00%",0,48,0,0,"0.00%",0,10,"100.00%",48,0,"20.83%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nigeria","2019-10-13",26,26,"100.00%",20,"76.92%",0,108,0,0,"0.00%",0,26,"100.00%",108,0,"24.07%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nicaragua","2019-10-13",21,21,"100.00%",18,"85.71%",0.13,89,1,0.01,"4.76%",0.56,21,"100.00%",89,0,"23.60%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nepal","2019-10-13",22,22,"100.00%",17,"77.27%",0.09,122,1,0.01,"4.55%",0.49,22,"100.00%",122,0,"18.03%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Papua New Guinea","2019-10-13",5,5,"100.00%",4,"80.00%",0,26,0,0,"0.00%",0,5,"100.00%",26,0,"19.23%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Pakistan","2019-10-13",138,138,"100.00%",108,"78.26%",0.28,643,3,0.18,"2.14%",1.29,140,"100.00%",643,0,"21.77%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Saudi Arabia","2019-10-13",3,3,"100.00%",3,"100.00%",6.89,24,1,0.17,"33.33%",55.15,3,"100.00%",24,0,"12.50%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Somalia","2019-10-13",26,26,"100.00%",21,"80.77%",0,89,0,0,"0.00%",0,27,"100.00%",89,0,"30.34%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","El Salvador","2019-10-13",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Eswatini","2019-10-13",30,30,"100.00%",16,"53.33%",0.02,125,0,0,"0.00%",0.09,30,"100.00%",125,0,"24.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Togo","2019-10-13",1,1,"100.00%",0,"0.00%",0,4,0,0,"0.00%",0,1,"100.00%",4,0,"25.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Thailand","2019-10-13",2,2,"100.00%",2,"100.00%",0,2,0,0,"0.00%",0,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Timor-Leste","2019-10-13",2,2,"100.00%",2,"100.00%",5.15,3,1,0.02,"50.00%",7.72,2,"100.00%",3,0,"66.67%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Turkey","2019-10-13",52,52,"100.00%",26,"50.00%",0,149,0,0,"0.00%",0.01,53,"100.00%",149,0,"35.57%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tanzania","2019-10-13",4,4,"100.00%",4,"100.00%",0,9,0,0,"0.00%",0,4,"100.00%",9,0,"44.44%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","United States","2019-10-13",39,39,"100.00%",16,"41.03%",0.09,130,0,0.01,"0.00%",0.28,39,"100.00%",130,0,"30.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Venezuela","2019-10-13",2,2,"100.00%",1,"50.00%",1.16,7,1,0.01,"50.00%",4.06,2,"100.00%",7,0,"28.57%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Vietnam","2019-10-13",22,22,"100.00%",13,"59.09%",0,116,0,0,"0.00%",0,22,"100.00%",116,0,"18.97%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Yemen","2019-10-13",18,18,"100.00%",11,"61.11%",0.33,40,1,0.01,"5.26%",0.71,19,"100.00%",40,0,"47.50%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Unknown Region","2019-10-13",0,0,,0,,0,4,0,0,,,0,"0.00%",0,0,
2019-10-19,"admob-report.csv","Old School Automatic Savings","Afghanistan","2019-10-14",6,6,"100.00%",6,"100.00%",0,42,0,0,"0.00%",0,6,"100.00%",42,0,"14.29%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Antigua & Barbuda","2019-10-14",6,6,"100.00%",2,"33.33%",0.04,20,0,0,"0.00%",0.13,6,"100.00%",20,0,"30.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bangladesh","2019-10-14",157,157,"100.00%",117,"74.52%",0.1,695,2,0.07,"1.27%",0.45,157,"100.00%",695,0,"22.59%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Burkina Faso","2019-10-14",8,8,"100.00%",1,"12.50%",0,8,0,0,"0.00%",0,8,"100.00%",8,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bahrain","2019-10-14",8,8,"100.00%",8,"100.00%",0,26,0,0,"0.00%",0,8,"100.00%",26,0,"30.77%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Benin","2019-10-14",2,2,"100.00%",2,"100.00%",0,2,0,0,"0.00%",0,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bolivia","2019-10-14",18,18,"100.00%",14,"77.78%",0.47,111,1,0.05,"5.56%",2.92,18,"100.00%",111,0,"16.22%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Brazil","2019-10-14",11,11,"100.00%",10,"90.91%",0.19,46,0,0.01,"0.00%",0.79,11,"100.00%",46,0,"23.91%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Belarus","2019-10-14",5,5,"100.00%",4,"80.00%",0.02,24,0,0,"0.00%",0.07,5,"100.00%",24,0,"20.83%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Congo - Kinshasa","2019-10-14",1,1,"100.00%",0,"0.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Central African Republic","2019-10-14",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Côte d’Ivoire","2019-10-14",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Chile","2019-10-14",4,4,"100.00%",4,"100.00%",0.12,23,0,0,"0.00%",0.66,4,"100.00%",23,0,"17.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Colombia","2019-10-14",12,12,"100.00%",8,"66.67%",0,36,0,0,"0.00%",0,12,"100.00%",36,0,"33.33%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Costa Rica","2019-10-14",3,3,"100.00%",3,"100.00%",0,38,0,0,"0.00%",0,3,"100.00%",38,0,"7.89%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cyprus","2019-10-14",8,8,"100.00%",4,"50.00%",0,43,0,0,"0.00%",0,9,"100.00%",43,0,"20.93%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Germany","2019-10-14",33,33,"100.00%",29,"87.88%",0.06,176,1,0.01,"3.03%",0.31,33,"100.00%",176,0,"18.75%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Djibouti","2019-10-14",0,0,,0,,0,1,0,0,,,0,"100.00%",1,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Dominican Republic","2019-10-14",30,30,"100.00%",20,"66.67%",0,99,0,0,"0.00%",0,31,"100.00%",99,0,"31.31%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Algeria","2019-10-14",30,30,"100.00%",28,"93.33%",0.05,131,1,0.01,"3.23%",0.23,31,"99.24%",130,0,"23.85%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Egypt","2019-10-14",6,6,"100.00%",6,"100.00%",0.52,42,2,0.02,"33.33%",3.67,6,"100.00%",42,0,"14.29%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ethiopia","2019-10-14",4,4,"100.00%",4,"100.00%",0,39,0,0,"0.00%",0,4,"100.00%",39,0,"10.26%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","United Kingdom","2019-10-14",0,0,,0,,0,16,0,0,,,0,"100.00%",16,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guatemala","2019-10-14",28,28,"100.00%",17,"60.71%",0.04,82,0,0,"0.00%",0.12,28,"100.00%",82,0,"34.15%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guyana","2019-10-14",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Hong Kong","2019-10-14",8,8,"100.00%",5,"62.50%",0,58,0,0,"0.00%",0,8,"100.00%",58,0,"13.79%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Honduras","2019-10-14",2,2,"100.00%",1,"50.00%",0,7,0,0,"0.00%",0,2,"100.00%",7,0,"28.57%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Haiti","2019-10-14",6,6,"100.00%",6,"100.00%",0,43,0,0,"0.00%",0,6,"100.00%",43,0,"13.95%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Indonesia","2019-10-14",36,36,"100.00%",23,"63.89%",2.95,214,2,0.63,"5.41%",17.09,37,"100.00%",214,0,"17.29%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","India","2019-10-14",1075,1075,"100.00%",770,"71.63%",0.18,5909,22,1.06,"2.04%",0.98,1077,"100.00%",5909,0,"18.23%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Iraq","2019-10-14",43,43,"100.00%",39,"90.70%",0.79,194,1,0.15,"2.33%",3.58,43,"96.91%",188,0,"22.87%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Iran","2019-10-14",24,24,"100.00%",18,"75.00%",0.22,92,1,0.02,"4.17%",0.84,24,"100.00%",92,0,"26.09%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Japan","2019-10-14",5,5,"100.00%",5,"100.00%",0,28,0,0,"0.00%",0,5,"100.00%",28,0,"17.86%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kenya","2019-10-14",2,2,"100.00%",2,"100.00%",0,2,0,0,"0.00%",0,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cambodia","2019-10-14",2,2,"100.00%",2,"100.00%",0,20,0,0,"0.00%",0,2,"100.00%",20,0,"10.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","South Korea","2019-10-14",3,3,"100.00%",3,"100.00%",0,5,0,0,"0.00%",0,3,"100.00%",5,0,"60.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Sri Lanka","2019-10-14",7,7,"100.00%",6,"85.71%",0,66,0,0,"0.00%",0,7,"100.00%",66,0,"10.61%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Liberia","2019-10-14",2,2,"100.00%",1,"50.00%",0,40,0,0,"0.00%",0,2,"100.00%",40,0,"5.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Libya","2019-10-14",18,18,"100.00%",16,"88.89%",0.16,68,1,0.01,"5.26%",0.57,19,"98.53%",67,0,"28.36%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Morocco","2019-10-14",28,28,"100.00%",27,"96.43%",0.07,168,1,0.01,"3.57%",0.42,28,"100.00%",168,0,"16.67%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Moldova","2019-10-14",0,0,,0,,0,1,0,0,,,0,"0.00%",0,0,
2019-10-19,"admob-report.csv","Old School Automatic Savings","Myanmar (Burma)","2019-10-14",113,113,"100.00%",82,"72.57%",0.68,614,3,0.42,"2.63%",3.68,114,"100.00%",614,0,"18.57%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mongolia","2019-10-14",19,19,"100.00%",17,"89.47%",0,98,0,0,"0.00%",0,19,"100.00%",98,0,"19.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Martinique","2019-10-14",75,75,"100.00%",45,"60.00%",0,199,0,0,"0.00%",0,76,"100.00%",199,0,"38.19%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mauritania","2019-10-14",1,1,"100.00%",0,"0.00%",0,2,0,0,"0.00%",0,1,"100.00%",2,0,"50.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mauritius","2019-10-14",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mexico","2019-10-14",5,5,"100.00%",5,"100.00%",0,24,0,0,"0.00%",0,5,"100.00%",24,0,"20.83%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Malaysia","2019-10-14",115,115,"100.00%",68,"59.13%",0.48,459,2,0.22,"1.72%",1.91,116,"100.00%",459,0,"25.27%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mozambique","2019-10-14",3,3,"100.00%",3,"100.00%",0,4,0,0,"0.00%",0,3,"100.00%",4,0,"75.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nigeria","2019-10-14",63,63,"100.00%",49,"77.78%",0.44,310,2,0.14,"3.12%",2.14,64,"100.00%",310,0,"20.65%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nicaragua","2019-10-14",33,33,"100.00%",24,"72.73%",0.28,162,1,0.05,"3.03%",1.38,33,"100.00%",162,0,"20.37%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nepal","2019-10-14",95,95,"100.00%",70,"73.68%",0.04,529,1,0.02,"1.02%",0.22,98,"100.00%",529,0,"18.53%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Oman","2019-10-14",9,9,"100.00%",5,"55.56%",0,26,0,0,"0.00%",0,9,"100.00%",26,0,"34.62%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Peru","2019-10-14",23,23,"100.00%",17,"73.91%",0,130,0,0,"0.00%",0,24,"100.00%",130,0,"18.46%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Philippines","2019-10-14",46,46,"100.00%",36,"78.26%",0.03,201,0,0.01,"0.00%",0.13,47,"100.00%",201,0,"23.38%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Pakistan","2019-10-14",538,538,"100.00%",342,"63.57%",0.02,2691,2,0.05,"0.37%",0.09,544,"97.25%",2617,0,"20.79%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Paraguay","2019-10-14",3,3,"100.00%",2,"66.67%",0.45,6,1,0,"33.33%",0.89,3,"100.00%",6,0,"50.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Russia","2019-10-14",6,6,"100.00%",5,"83.33%",0.11,28,0,0,"0.00%",0.49,6,"100.00%",28,0,"21.43%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Saudi Arabia","2019-10-14",15,15,"100.00%",8,"53.33%",0.18,38,0,0.01,"0.00%",0.45,15,"100.00%",38,0,"39.47%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Sudan","2019-10-14",1,1,"100.00%",1,"100.00%",0.02,19,0,0,"0.00%",0.38,1,"100.00%",19,0,"5.26%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Somalia","2019-10-14",18,18,"100.00%",13,"72.22%",0,73,0,0,"0.00%",0,18,"100.00%",73,0,"24.66%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","El Salvador","2019-10-14",7,7,"100.00%",6,"85.71%",0.01,41,0,0,"0.00%",0.05,7,"100.00%",41,0,"17.07%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Thailand","2019-10-14",81,81,"100.00%",48,"59.26%",3.69,273,10,1.01,"12.20%",12.28,82,"100.00%",273,0,"30.04%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Turkmenistan","2019-10-14",4,4,"100.00%",4,"100.00%",0,26,0,0,"0.00%",0,4,"100.00%",26,0,"15.38%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tunisia","2019-10-14",4,4,"100.00%",4,"100.00%",6.7,4,1,0.03,"25.00%",6.7,4,"100.00%",4,0,"100.00%"
